Categoria,Nome do Produto,Voltagem,Preço Principal,Preço à Vista,Qtd. Parcelas,Valor Parcela,URL da Imagem
Piso Teto,Ar-Condicionado Split Teto Inverter Fujitsu 45.000 BTUs Quente/Frio R32 380V Trifásico,45000 BTUs,"R$ R$ 15.359,00 à prazo","ou R$ 14.591,05 à vista",8x,"R$ 1.919,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-inverter-fujitsu-45-000-btus-quente-frio-r32-380v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Teto Inverter Fujitsu Airstage 36.000 BTUs Quente/Frio R32 380V Trifásico,220  V,"R$ 13.299,00","ou R$ 12.634,05 à vista",8x,"R$ 1.662,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-inverter-fujitsu-airstage-36-000-btus-quente-frio-r32-380v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Teto Inverter Fujitsu Airstage 36.000 BTUs Quente/Frio R32 380V Trifásico,36000 BTUs,"R$ R$ 13.299,00 à prazo","ou R$ 12.634,05 à vista",8x,"R$ 1.662,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-inverter-fujitsu-airstage-36-000-btus-quente-frio-r32-380v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Teto Inverter Fujitsu Airstage 54.000 BTUs Quente/Frio R32 380V Trifásico,220  V,"R$ 17.799,00","ou R$ 16.909,05 à vista",8x,"R$ 2.224,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-inverter-fujitsu-airstage-54-000-btus-quente-frio-r32-380v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Teto Inverter Fujitsu Airstage 54.000 BTUs Quente/Frio R32 380V Trifásico,54000 BTUs,"R$ R$ 17.799,00 à prazo","ou R$ 16.909,05 à vista",8x,"R$ 2.224,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-inverter-fujitsu-airstage-54-000-btus-quente-frio-r32-380v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 36.000 BTUs Só Frio 220V Bifásico,220  V,"R$ 8.499,00","ou R$ 8.074,05 à vista",8x,"R$ 1.062,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-36-000-btus-s-frio-220v-bif-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 36.000 BTUs Só Frio 220V Bifásico,36000 BTUs,"R$ R$ 8.499,00 à prazo","ou R$ 8.074,05 à vista",8x,"R$ 1.062,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-36-000-btus-s-frio-220v-bif-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 58.000 BTUs Só Frio 220V Trifásico,220  V,"R$ 11.589,00","ou R$ 11.009,55 à vista",8x,"R$ 1.448,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-58-000-btus-s-frio-220v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 58.000 BTUs Só Frio 220V Trifásico,58000 BTUs,"R$ R$ 11.589,00 à prazo","ou R$ 11.009,55 à vista",8x,"R$ 1.448,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-58-000-btus-s-frio-220v-trif-sico.webp
Piso Teto,Ar-Condicionado Split Teto Carrier Xperience 36.000 BTUs Só Frio 220V Monofásico,,"R$ 7.899,00","ou R$ 7.504,05 à vista",8x,"R$ 987,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-carrier-xperience-36-000-btus-s-frio-220v-monof-sico.webp
Piso Teto,Ar-Condicionado Split Teto Carrier Xperience 36.000 BTUs Só Frio 220V Monofásico,36000 BTUs,"R$ R$ 7.899,00 à prazo","ou R$ 7.504,05 à vista",8x,"R$ 987,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-teto-carrier-xperience-36-000-btus-s-frio-220v-monof-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Inverter TCL 36.000 BTUs Só Frio 220V Monofásico,220  V,"R$ 8.899,00","ou R$ 8.454,05 à vista",8x,"R$ 1.112,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-inverter-tcl-36-000-btus-s-frio-220v-monof-sico-5.webp
Piso Teto,Ar-Condicionado Split Piso Teto Inverter TCL 36.000 BTUs Só Frio 220V Monofásico,36000 BTUs,"R$ R$ 8.899,00 à prazo","ou R$ 8.454,05 à vista",8x,"R$ 1.112,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-inverter-tcl-36-000-btus-s-frio-220v-monof-sico-5.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 500 34.000 BTUs Só Frio 220V Monofásico,220  V,"R$ 8.509,00","ou R$ 8.083,55 à vista",8x,"R$ 1.063,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-500-34-000-btus-s-frio-220v-monof-sico.webp
Piso Teto,Ar-Condicionado Split Piso Teto Hitachi Air Core 500 34.000 BTUs Só Frio 220V Monofásico,Piso Teto,"R$ R$ 8.509,00 à prazo","ou R$ 8.083,55 à vista",8x,"R$ 1.063,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/ar-condicionado-split-piso-teto-hitachi-air-core-500-34-000-btus-s-frio-220v-monof-sico.webp
VRF,5000005343-COND VRF MULTI V5 STD QF 22HP 220V 3F [LG-LCAC],,"R$ 46.769,00","ou R$ 44.430,55 à vista",8x,"R$ 5.846,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005343-cond-vrf-multi-v5-qf-22hp-220v-3f-lg.webp
VRF,5000005343-COND VRF MULTI V5 STD QF 22HP 220V 3F [LG-LCAC],Condensadora VRF,"R$ R$ 46.769,00 à prazo","ou R$ 44.430,55 à vista",8x,"R$ 5.846,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005343-cond-vrf-multi-v5-qf-22hp-220v-3f-lg.webp
VRF,5000005347-COND VRF MULTI VS QF 10HP 220V 3F [LG-LCAC],,"R$ 25.679,00","ou R$ 24.395,05 à vista",8x,"R$ 3.209,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005347-cond-vrf-multi-vs-qf-10hp-220v-3f-lg.webp
VRF,5000005347-COND VRF MULTI VS QF 10HP 220V 3F [LG-LCAC],Condensadora VRF,"R$ R$ 25.679,00 à prazo","ou R$ 24.395,05 à vista",8x,"R$ 3.209,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005347-cond-vrf-multi-vs-qf-10hp-220v-3f-lg.webp
VRF,5000005348-COND VRF MULTI VS QF 12HP 220V 3F [LG-LCAC],,"R$ 27.299,00","ou R$ 25.934,05 à vista",8x,"R$ 3.412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005348-cond-vrf-multi-vs-qf-12hp-220v-3f-lg-1.webp
VRF,5000005348-COND VRF MULTI VS QF 12HP 220V 3F [LG-LCAC],Condensadora VRF,"R$ R$ 27.299,00 à prazo","ou R$ 25.934,05 à vista",8x,"R$ 3.412,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005348-cond-vrf-multi-vs-qf-12hp-220v-3f-lg-1.webp
VRF,5000005349-EVAP VRF HW LIB NEW WIFI QF 9K [LG-LCAC],,"R$ 2.829,00","ou R$ 2.687,55 à vista",8x,"R$ 353,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005349-evap-vrf-hw-lib-new-qf-9k-lg-1.webp
VRF,5000005349-EVAP VRF HW LIB NEW WIFI QF 9K [LG-LCAC],Evaporadora VRF,"R$ R$ 2.829,00 à prazo","ou R$ 2.687,55 à vista",8x,"R$ 353,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005349-evap-vrf-hw-lib-new-qf-9k-lg-1.webp
VRF,5000005350-EVAP VRF HW LIB NEW WIFI QF 12K [LG-LCAC],,"R$ 2.889,00","ou R$ 2.744,55 à vista",8x,"R$ 361,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005350-evap-vrf-hw-lib-new-qf-12k-lg-1.webp
VRF,5000005350-EVAP VRF HW LIB NEW WIFI QF 12K [LG-LCAC],Evaporadora VRF,"R$ R$ 2.889,00 à prazo","ou R$ 2.744,55 à vista",8x,"R$ 361,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005350-evap-vrf-hw-lib-new-qf-12k-lg-1.webp
VRF,5000005351-EVAP VRF HW LIB NEW WIFI QF 15K [LG-LCAC],,"R$ 2.939,00","ou R$ 2.792,05 à vista",8x,"R$ 367,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005351-evap-vrf-hw-lib-new-qf-15k-lg.webp
VRF,5000005351-EVAP VRF HW LIB NEW WIFI QF 15K [LG-LCAC],Evaporadora VRF,"R$ R$ 2.939,00 à prazo","ou R$ 2.792,05 à vista",8x,"R$ 367,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005351-evap-vrf-hw-lib-new-qf-15k-lg.webp
VRF,5000005352-EVAP VRF HW LIB NEW WIFI QF 19K [LG-LCAC],,"R$ 3.339,00","ou R$ 3.172,05 à vista",8x,"R$ 417,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005352-evap-vrf-hw-lib-new-qf-19k-lg-1.webp
VRF,5000005352-EVAP VRF HW LIB NEW WIFI QF 19K [LG-LCAC],Evaporadora VRF,"R$ R$ 3.339,00 à prazo","ou R$ 3.172,05 à vista",8x,"R$ 417,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005352-evap-vrf-hw-lib-new-qf-19k-lg-1.webp
VRF,5000005353-EVAP VRF HW LIB NEW WIFI QF 24K [LG-LCAC],,"R$ 3.409,00","ou R$ 3.238,55 à vista",8x,"R$ 426,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005353-evap-vrf-hw-lib-new-qf-24k-lg.webp
VRF,5000005353-EVAP VRF HW LIB NEW WIFI QF 24K [LG-LCAC],Evaporadora VRF,"R$ R$ 3.409,00 à prazo","ou R$ 3.238,55 à vista",8x,"R$ 426,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005353-evap-vrf-hw-lib-new-qf-24k-lg.webp
VRF,5000005354-EVAP VRF HW LIB NEW QF 30K [LG-LCAC],,"R$ 3.769,00","ou R$ 3.580,55 à vista",8x,"R$ 471,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005354-evap-vrf-hw-lib-new-qf-30k-lg-1.webp
VRF,5000005354-EVAP VRF HW LIB NEW QF 30K [LG-LCAC],Evaporadora VRF,"R$ R$ 3.769,00 à prazo","ou R$ 3.580,55 à vista",8x,"R$ 471,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005354-evap-vrf-hw-lib-new-qf-30k-lg-1.webp
VRF,5000005355-EVAP VRF HW ARTCOOL WIFI QF 15K [LG-LCAC],,"R$ 3.649,00","ou R$ 3.466,55 à vista",8x,"R$ 456,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005355-evap-vrf-hw-artcool-mirror-qf-15k-lg.webp
VRF,5000005355-EVAP VRF HW ARTCOOL WIFI QF 15K [LG-LCAC],Evaporadora VRF,"R$ R$ 3.649,00 à prazo","ou R$ 3.466,55 à vista",8x,"R$ 456,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005355-evap-vrf-hw-artcool-mirror-qf-15k-lg.webp
VRF,5000005356-EVAP VRF ST QF 24K [LG-LCAC],,"R$ 5.829,00","ou R$ 5.537,55 à vista",8x,"R$ 728,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005356-evap-vrf-st-qf-24k-lg.webp
VRF,5000005356-EVAP VRF ST QF 24K [LG-LCAC],Evaporadora VRF,"R$ R$ 5.829,00 à prazo","ou R$ 5.537,55 à vista",8x,"R$ 728,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005356-evap-vrf-st-qf-24k-lg.webp
VRF,5000005378-CONTROLE REMOTO VRF C/ FIO CREMTB [LG-LCAC],,"R$ 439,00","ou R$ 417,05 à vista",8x,"R$ 54,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005378-controle-remoto-vrf-4-g-c-fio-cremtb-lg.webp
VRF,5000005378-CONTROLE REMOTO VRF C/ FIO CREMTB [LG-LCAC],Controle Remoto VRF,"R$ R$ 439,00 à prazo","ou R$ 417,05 à vista",8x,"R$ 54,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005378-controle-remoto-vrf-4-g-c-fio-cremtb-lg.webp
VRF,5000005379-SENSOR INFRA VERMELHO P/DT PWLRVN000 [LG-LCAC],,"R$ 319,00","ou R$ 303,05 à vista",8x,"R$ 39,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005379-sensor-infra-vermelho-p-dt-pwlrvn000-lg.webp
VRF,5000005379-SENSOR INFRA VERMELHO P/DT PWLRVN000 [LG-LCAC],Controle Remoto VRF,"R$ R$ 319,00 à prazo","ou R$ 303,05 à vista",8x,"R$ 39,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005379-sensor-infra-vermelho-p-dt-pwlrvn000-lg.webp
VRF,5000006145-EVAP VRF HW ARTCOOL WIFI QF 18K [LG-LCAC],,"R$ 4.329,00","ou R$ 4.112,55 à vista",8x,"R$ 541,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000006145-evap-vrf-hw-artcool-mirror-qf-18k-lg.webp
VRF,5000006145-EVAP VRF HW ARTCOOL WIFI QF 18K [LG-LCAC],Evaporadora VRF,"R$ R$ 4.329,00 à prazo","ou R$ 4.112,55 à vista",8x,"R$ 541,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000006145-evap-vrf-hw-artcool-mirror-qf-18k-lg.webp
VRF,5000006146-EVAP VRF HW ARTCOOL WIFI QF 24K [LG-LCAC],,"R$ 4.409,00","ou R$ 4.188,55 à vista",8x,"R$ 551,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000006146-evap-vrf-hw-artcool-mirror-qf-24k-lg.webp
VRF,5000006146-EVAP VRF HW ARTCOOL WIFI QF 24K [LG-LCAC],Evaporadora VRF,"R$ R$ 4.409,00 à prazo","ou R$ 4.188,55 à vista",8x,"R$ 551,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000006146-evap-vrf-hw-artcool-mirror-qf-24k-lg.webp
VRF,5000007277-EVAP VRF HW LIB NEW QF 7K [LG-LCAC],,"R$ 2.639,00","ou R$ 2.507,05 à vista",8x,"R$ 329,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007277-evap-vrf-hw-lib-new-qf-7k-lg.webp
VRF,5000007277-EVAP VRF HW LIB NEW QF 7K [LG-LCAC],Evaporadora VRF,"R$ R$ 2.639,00 à prazo","ou R$ 2.507,05 à vista",8x,"R$ 329,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007277-evap-vrf-hw-lib-new-qf-7k-lg.webp
VRF,5000007289-REFINETE VRF Y ARBLN07121 [LG-LCAC],,"R$ 619,00","ou R$ 588,05 à vista",8x,"R$ 77,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007289-refinete-vrf-y-arbln07121-lg.webp
VRF,5000007289-REFINETE VRF Y ARBLN07121 [LG-LCAC],Derivação em Y,"R$ R$ 619,00 à prazo","ou R$ 588,05 à vista",8x,"R$ 77,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007289-refinete-vrf-y-arbln07121-lg.webp
VRF,5000007290-REFINETE VRF Y ARBLN14521 [LG-LCAC],,"R$ 899,00","ou R$ 854,05 à vista",8x,"R$ 112,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007290-refinete-vrf-y-arbln1452-lg-5000007290-refinete-vrf-y-arbln14521-lg.webp
VRF,5000007290-REFINETE VRF Y ARBLN14521 [LG-LCAC],Derivação em Y,"R$ R$ 899,00 à prazo","ou R$ 854,05 à vista",8x,"R$ 112,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007290-refinete-vrf-y-arbln1452-lg-5000007290-refinete-vrf-y-arbln14521-lg.webp
VRF,5000007292-EVAP VRF ST QF 36K [LG-LCAC],,"R$ 6.719,00","ou R$ 6.383,05 à vista",8x,"R$ 839,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007292-evap-vrf-st-qf-36k-lg.webp
VRF,5000007292-EVAP VRF ST QF 36K [LG-LCAC],Evaporadora VRF,"R$ R$ 6.719,00 à prazo","ou R$ 6.383,05 à vista",8x,"R$ 839,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007292-evap-vrf-st-qf-36k-lg.webp
VRF,5000007417-RAMIFICADOR HEADER VRF ARBL054 [LG-LCAC],,"R$ 645,00","ou R$ 612,75 à vista",8x,"R$ 80,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007417-ramificador-header-vrf-arbl054-lg.webp
VRF,5000007417-RAMIFICADOR HEADER VRF ARBL054 [LG-LCAC],Derivação em Y,"R$ R$ 645,00 à prazo","ou R$ 612,75 à vista",8x,"R$ 80,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000007417-ramificador-header-vrf-arbl054-lg.webp
VRF,5000007418-RAMIFICADOR HEADER VRF ARBL057 [LG-LCAC],,"R$ 819,00","ou R$ 778,05 à vista",8x,"R$ 102,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005343-cond-vrf-multi-v5-qf-22hp-220v-3f-lg.webp
VRF,5000007418-RAMIFICADOR HEADER VRF ARBL057 [LG-LCAC],Derivação em Y,"R$ R$ 819,00 à prazo","ou R$ 778,05 à vista",8x,"R$ 102,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005343-cond-vrf-multi-v5-qf-22hp-220v-3f-lg.webp
VRF,5000008146-CONTROLE REMOTO VRF S/FIO PWLSSB21H [LG-LCAC],,"R$ 278,00","ou R$ 264,10 à vista",8x,"R$ 34,75 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005347-cond-vrf-multi-vs-qf-10hp-220v-3f-lg.webp
VRF,5000008146-CONTROLE REMOTO VRF S/FIO PWLSSB21H [LG-LCAC],Controle Remoto VRF,"R$ R$ 278,00 à prazo","ou R$ 264,10 à vista",8x,"R$ 34,75 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005347-cond-vrf-multi-vs-qf-10hp-220v-3f-lg.webp
VRF,5000008262-CABO CONTROLE EM GRUPO VRF PZCWRCG3 [LG-LCAC],,"R$ 275,00","ou R$ 261,25 à vista",8x,"R$ 34,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005348-cond-vrf-multi-vs-qf-12hp-220v-3f-lg-1.webp
VRF,5000008262-CABO CONTROLE EM GRUPO VRF PZCWRCG3 [LG-LCAC],Controle Remoto VRF,"R$ R$ 275,00 à prazo","ou R$ 261,25 à vista",8x,"R$ 34,38 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005348-cond-vrf-multi-vs-qf-12hp-220v-3f-lg-1.webp
VRF,5000008529-RAMIFICADOR VRF ARBLN01621 [LG-LCAC],,"R$ 309,00","ou R$ 293,55 à vista",8x,"R$ 38,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005349-evap-vrf-hw-lib-new-qf-9k-lg-1.webp
VRF,5000008529-RAMIFICADOR VRF ARBLN01621 [LG-LCAC],Derivação em Y,"R$ R$ 309,00 à prazo","ou R$ 293,55 à vista",8x,"R$ 38,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000005349-evap-vrf-hw-lib-new-qf-9k-lg-1.webp
VRF,5000008530-RAMIFICADOR VRF ARBLN03321 [LG-LCAC],,"R$ 449,00","ou R$ 426,55 à vista",8x,"R$ 56,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008530-ramif-vrf-arbln03321-lg.webp
VRF,5000008530-RAMIFICADOR VRF ARBLN03321 [LG-LCAC],Derivação em Y,"R$ R$ 449,00 à prazo","ou R$ 426,55 à vista",8x,"R$ 56,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008530-ramif-vrf-arbln03321-lg.webp
VRF,5000008832-EVAP VRF ST QF 48K [LG-LCAC],,"R$ 9.169,00","ou R$ 8.710,55 à vista",8x,"R$ 1.146,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008832-evap-vrf-st-qf-48k-lg.webp
VRF,5000008832-EVAP VRF ST QF 48K [LG-LCAC],Evaporadora VRF,"R$ R$ 9.169,00 à prazo","ou R$ 8.710,55 à vista",8x,"R$ 1.146,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008832-evap-vrf-st-qf-48k-lg.webp
VRF,5000008836-CONTROLE REMOTO VRF C/FIO CREMTB100 [LG-LCAC],,"R$ 537,00","ou R$ 510,15 à vista",8x,"R$ 67,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008836-controle-remoto-vrf-c-fio-cremtb100-lg.webp
VRF,5000008836-CONTROLE REMOTO VRF C/FIO CREMTB100 [LG-LCAC],Controle Remoto VRF,"R$ R$ 537,00 à prazo","ou R$ 510,15 à vista",8x,"R$ 67,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008836-controle-remoto-vrf-c-fio-cremtb100-lg.webp
VRF,5000008837-RAMIFICADOR HEADER VRF ARCNN21 [LG-LCAC],,"R$ 957,00","ou R$ 909,15 à vista",8x,"R$ 119,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008837-ramificador-header-vrf-arcnn21-lg.webp
VRF,5000008837-RAMIFICADOR HEADER VRF ARCNN21 [LG-LCAC],Derivação em Y,"R$ R$ 957,00 à prazo","ou R$ 909,15 à vista",8x,"R$ 119,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008837-ramificador-header-vrf-arcnn21-lg.webp
VRF,5000008838-RAMIFICADOR HEADER VRF ARCNN31 [LG-LCAC],,"R$ 1.069,00","ou R$ 1.015,55 à vista",8x,"R$ 133,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008838-ramificador-header-vrf-arcnn31-lg.webp
VRF,5000008838-RAMIFICADOR HEADER VRF ARCNN31 [LG-LCAC],Derivação em Y,"R$ R$ 1.069,00 à prazo","ou R$ 1.015,55 à vista",8x,"R$ 133,63 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008838-ramificador-header-vrf-arcnn31-lg.webp
VRF,5000008839-RAMIFICADOR HEADER VRF ARCNN41 [LG-LCAC],,"R$ 1.329,00","ou R$ 1.262,55 à vista",8x,"R$ 166,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008839-ramificador-header-vrf-arcnn41-lg.webp
VRF,5000008839-RAMIFICADOR HEADER VRF ARCNN41 [LG-LCAC],Derivação em Y,"R$ R$ 1.329,00 à prazo","ou R$ 1.262,55 à vista",8x,"R$ 166,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008839-ramificador-header-vrf-arcnn41-lg.webp
VRF,5000008840-RAMIFICADOR VRF ARBLN23220 [LG-LCAC],,"R$ 1.649,00","ou R$ 1.566,55 à vista",8x,"R$ 206,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008840-ramificador-vrf-arbln23220-lg.webp
VRF,5000008840-RAMIFICADOR VRF ARBLN23220 [LG-LCAC],Derivação em Y,"R$ R$ 1.649,00 à prazo","ou R$ 1.566,55 à vista",8x,"R$ 206,13 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/5000008840-ramificador-vrf-arbln23220-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 24.000 BTUs (Evap K7 4V + Painel ) - LG,,"R$ 5.298,00","ou R$ 5.033,10 à vista",8x,"R$ 662,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-24-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 24.000 BTUs (Evap K7 4V + Painel ) - LG,KIT EVAP + PAINEL VRF,"R$ R$ 5.298,00 à prazo","ou R$ 5.033,10 à vista",8x,"R$ 662,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-24-000-btus-evap-k7-4v-painel-lg.webp
VRF,5000008846-KIT VRF K7 4V EVAP 28K + PAINEL D.VANE - LG,,"R$ 5.378,00","ou R$ 5.109,10 à vista",8x,"R$ 672,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-28-000-btus-evap-k7-4v-painel-lg.webp
VRF,5000008846-KIT VRF K7 4V EVAP 28K + PAINEL D.VANE - LG,KIT EVAP + PAINEL VRF,"R$ R$ 5.378,00 à prazo","ou R$ 5.109,10 à vista",8x,"R$ 672,25 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-28-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 36.000 BTUs (Evap K7 4V + Painel ) - LG,,"R$ 5.728,00","ou R$ 5.441,60 à vista",8x,"R$ 716,00 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-36-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 36.000 BTUs (Evap K7 4V + Painel ) - LG,KIT EVAP + PAINEL VRF,"R$ R$ 5.728,00 à prazo","ou R$ 5.441,60 à vista",8x,"R$ 716,00 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-36-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 48.000 BTUs (Evap K7 4V + Painel ) - LG,,"R$ 5.878,00","ou R$ 5.584,10 à vista",8x,"R$ 734,75 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-48-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 4 VIAS VRF DUAL VANE QF 48.000 BTUs (Evap K7 4V + Painel ) - LG,KIT EVAP + PAINEL VRF,"R$ R$ 5.878,00 à prazo","ou R$ 5.584,10 à vista",8x,"R$ 734,75 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-4-vias-vrf-dual-vane-qf-48-000-btus-evap-k7-4v-painel-lg.webp
VRF,KIT EVAP CASSETE 1 VIA VRF QF 24.000 BTUs (Evap K7 1V + Painel ) - LG,,"R$ 4.975,00","ou R$ 4.726,25 à vista",8x,"R$ 621,88 sem juros",https://www.vendas.leveros.com.br/upload/produto/imagem/kit-evap-cassete-1-via-vrf-qf-24-000-btus-evap-k7-1v-painel-lg.webp
